Brand,Nama,Harga,Jumlah Review,Variasi,Foto Produk
Estée Lauder,Double Wear Sheer Flattery Loose Powder,Rp 870.000,(26),3 types,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1000x1000_21__54c357723ffa1707c599a786929ab26802684f82_1661317111.png
Rare Beauty,Liquid Touch Brightening Concealer,Rp 499.000,(3438),10 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_840122901133-Rare-Beauty-Liquid-Touch-Brightening-Concealer-310W_686d9dd7cfc693be98d17cba3314ef007c80e1a4_1680251115.png
DIOR,Forever No-Transfer 24H Wear Matte Foundation,Rp 1.200.000,(399),15 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_2_Product_3348901577380-Dior-Forever-No-Transfer-24H-Wear-Matte-Foundation-0N-Neutral_a761abd3f87f2f130ba43d0fb034e97ad5fa83e8_1644563630.png
MAKE UP FOR EVER,HD Skin Hydra Glow Foundation Mini,Rp 380.000,(220),6 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3548752206136-Make-Up-For-Ever-HD-Skin-Hydra-Glow-Foundation-Mini-1N14-deab86_21fd0a87a87ee94dcfe33bfee577082deda4ef1a_1705977832.png
Yves Saint Laurent,Loveshine Plumping Lip Oil Gloss,Rp 700.000,(921),10 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_4936968874581-Yves-Saint-Laurent-Loveshine-Plumpin_b76fd357aeb9cbb3d33ac1c3f7e3c1975a18c038_1748587031.png
Benefit Cosmetics,Game On Glow Mini Cheek Palette (Holiday Limited Edition),Rp 560.000,,,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_602004164865-Benefit-Cosmetics-Game-On-Glow-Mini-C_426232d5fc91873d4365c0ed84cedd4bbc4b45eb_1759977835.png
MAKE UP FOR EVER,Artist Color Crayon Waterproof Multi-Use Stick,Rp 660.000,(372),15 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3548752223201-MAKE-UP-FOR-EVER-Artist-Color-Crayon_e6f233f2a2071c5ee7ffa32471d078ad6334bd3e_1753932350.png
Sephora Collection,Beauty Amplifier Smoothing Primer,Rp 362.000,(811),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_31700_SephoraCollection_BeautyAmplifierSmoothingPrimer_WEB_2_3258d62a8f0161c0aaeacdc361dd5a99a0743cc6_1735186076.png
MAKE UP FOR EVER,Shine Control Step 1 Face Primer,Rp 745.000,(427),2 sizes,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3548752174312-Make-Up-For-Ever-Shine-Control-Step-1-Face-Primer-30ml_fbe6d6ed30cb97b105a2de79d749dfce696b9819_1609845205.png
Rare Beauty,Lip Soufflé Matte Lip Cream,Rp 420.000,(3123),10 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_840122900204-Rare-Beauty-Lip-Souffle-Matte-Lip-Cream-Heroic_1dd783b39250e6bd2c9873b91a7ff082cdc4e0b7_1680444043.png
Huda Beauty,Liquid Matte Ultra-Comfort Transfer-Proof Lipstick,Rp 495.000,(2854),16 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_2_Product_6291107571638-Huda-Beauty-Liquid-Matte-Ultra-Comfort-Transfer-Proof-Lipstick-Bom_5e58f807ede248ff1e80fba5972420dff5fa6778_1686556125.png
MAKE UP FOR EVER,HD Skin Full Coverage Multi-Use Concealer,Rp 600.000,(390),27 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3548752222259-Make-Up-For-Ever-HD-Skin-Full-Cover-_5393e77a3afcd7aa2227b37777decc27544b2ada_1755158351.png
NARS,Powder Blush,Rp 565.000,(228),26 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_194251158662-NARS-Blush-Please-Me_4f963da5f25df2a6bb85d991881e06b2cf118f58_1758537011.png
Anastasia Beverly Hills,Embers Eyeshadow Palette Mini (Holiday Limited Edition),Rp 635.000,(3),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_689304870658-Anastasia-Beverly-Hills-Embers-Eyesha_d2390c7f50805500d329993f860b9d5e3399d4fe_1759715897.png
Lancôme,3 Serum Finecover Cushion,Rp 950.000,,4 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_N10_95c42ee6b54e6fc90f8052d7e9ef2ede1e5a2988_1759456919.png
DIOR,Diorshow Brow Styler,Rp 650.000,(48),6 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3348901663014-DIOR-Diorshow-Brow-Styler-032-Dark-Brown-402a26_8b0537a3f6347117fe788e3ff163694f9ec3501f_1692152995.png
FRESH,Sugar Lip Treatment,Rp 398.000,(2017),13 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_2_Product_809280172137-FRESH-Sugar-Lip-Treatment-Aurora_81084e5072e0a47073f3743e82694b35b503bf09_1752040994.png
Rare Beauty,Warm Wishes Effortless Bronzer Stick,Rp 599.000,(6893),5 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_840122903496-Rare-Beauty-Warm-Wishes-Effortless-Bronzer-Stick-Power-Boost_9b9fc80bea1155f93b688a52cca3551deb1a40b0_1680248945.png
Yves Saint Laurent,Couture Mini Clutch Eyeshadow,"Rp 1.520.000
   Rp 1.337.600 
    12% OFF",(407),9 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3614274195668-Yves-Saint-Laurent-Couture-Clutch-Qu_1bef10a683ad87edd676d53eac38ece3170dbb6d_1751872606.png
Armani Beauty,Lip Power Satin Lipstick,Rp 800.000,(360),9 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_01_GA_2023_Lip-Power_107_ClosedOpen_3614273915021_RVB-4000_8ef35a7b055e52e06c268611fae6c762b3e6c26c_1745900497.png
DIOR,Forever Skin Perfect Multi-Use Foundation Stick - 24H Hydration,Rp 1.200.000,(984),8 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3348901670432-Dior-Dior-Forever-Skin-Perfect-Multi_e738be5910aa748506fd85d576e34fd248199ba7_1724998667.png
Benefit Cosmetics,"Precisely, My Brow Eyebrow Pencil Mini",Rp 280.000,(1922),4 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_6_201_7a00e6f112820c9ba406c1849ed564ecb841156e_1602589311.png
Natasha Denona,I Need A Nude Eyeshadow Palette,Rp 1.399.000,(960),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_356a192b7913b04c54574d18c28d46e6395428ab_1694600508.png
Sephora Collection,12H Wear Mistake Proof Brow Pencil,Rp 285.000,(74),4 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3378872217039-Sephora-Collection-12H-Wear-Mistake-_2f428cb10b152396da18d2e879f2309b367a62ea_1716883605.png
GIVENCHY,Prisme Libre Setting & Finishing Loose Powder,Rp 1.155.000,(1263),5 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3274872458581-GIVENCHY-Prisme-Libre-4-Color-Loose-_a0ac153728a4afb897bf5694aae8f98f53147519_1727921612.png
Huda Beauty,Baby Bake Loose Baking and Setting Powder,Rp 435.000,(2213),4 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_6291106037258-Huda-Beauty-Baby-Bake-Loose-Baking-And-Setting-Powder-Pound-Cake_a6dee7744b97cca4f3945f186adef67774f330cb_1679911562.png
Sephora Collection,Soft Matte and Easy Lip Stain,Rp 310.000,(760),15 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3378872212386-Sephora-Collection-Soft-Matte-and-Easy-Lip-Stain-04-75373a_d3d428fab15c93f0fbe01b2d797a7f3c4be98c7e_1698202809.png
GUERLAIN,Rouge G 24 Lips Refill,Rp 670.000,(19),24 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_3346470439023_3__a4a90ec26d88f50dce3ba8bc37758f2512c63cab_1721897672.png
Anastasia Beverly Hills,Ultimate Brow Essentials Kit (Holiday Limited Edition),Rp 599.000,,3 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_689304870580-Anastasia-Beverly-Hills-Ultimate-Brow_c9bfe2e96bc189071ec7bf883b856ba1eea27dac_1759717214.png
NARS,Gold Rush Single Eyeshadow Palette (Holiday Limited Edition),Rp 380.000,(2),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_194251148601-NARS-Gold-Rush-Single-Eyeshadow-Palet_85005f6e7f13550ec819ee887ed4ca062b39f49c_1730622461.png
Benefit Cosmetics,Precisely My Brow Pencil,Rp 475.000,(5889),11 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_4a_825256d5a3b28f88e18d2fc2f6c93d07ecd4fdd5_1602589101.png
DIOR,Lip Glow Oil,Rp 720.000,(2554),6 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3348901491242-Dior-Dior-Lip-Glow-Oil-007-Raspberry_fc8a7f983f11d8b6dfaf8e9a913c6247541ddd96_1603769990.png
MAC Cosmetics,Powder Kiss Liquid Lipcolour,Rp 530.000,(329),18 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_773602741991-MAC-Cosmetics-Powder-Kiss-Liquid-Lipc_937d844fd8550b4a377f7aa2d137d6bf5cfbe86f_1738578468.png
Natasha Denona,Mini Bronze & Glow,Rp 399.000,(266),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_2_Product_7290106809727-Natasha-Denona-Mini-Bronze-Glow-Open_7ab288352054b7f47ea9c29984e8d409ea42b820_1657266879.png
LANEIGE,NEW NEO Cushion Glow,Rp 440.000,(13),4 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_13N-15G_83e3aee5cfd7e2056f71a41448851da68dc229ee_1700036266.png
MAC Cosmetics,M·A·Cximal Sleek Satin Lipstick,Rp 455.000,(66),20 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_773602663651-MAC-Cosmetics-MACximal-Sleek-Satin-Li_1771dc049e4842ba860318066b9c35c6b7d1f4a3_1731490620.png
Armani Beauty,Luminous Silk Cheek Tint,Rp 850.000,(1007),6 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3614274190892-Giorgio-Armani-Luminous-Silk-Cheek-T_6e4163745078f7d06b0fcc3fb67427f290ff339e_1745488322.png
GIVENCHY,Prisme Libre 4-Color Pressed Powder,Rp 990.000,(748),5 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3274872488151-GIVENCHY-Prisme-Libre-4-Color-Presse_128c48e5b69cbcdc19edebcf431891ab08a6e32c_1751350407.png
Tom Ford Beauty,Soleil Lip Blush,Rp 975.000,(410),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_888066139601-Tom-Ford-Beauty-Soleil-Lip-Blush-Sole_16dc05752a2ff1cd93b1bcdf283a87641027db54_1757503827.png
Armani Beauty,Prisma Glass Icy Plumper,Rp 720.000,(2),6 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3614274322002-Giorgio-Armani-Prisma-Glass-Icy-Plum_35750fc84a27f7aff96a83347bf321516453cb93_1751944718.png
Armani Beauty,Luminous Silk Prima Glow Cushion,Rp 1.400.000,,5 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Cover_Shade_0_8ce86f7693cdcbef451cdd97751d4f7edc6de732_1760433774.png
NARS,Light Reflecting™ Serum Cushion Foundation Spf 42/Pa++,Rp 626.000,(14),8 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_194251143941-NARS-Light-Reflecting-Serum-Cushion-F_4894711b853eae2cdc1f2722e23a8166854da229_1738226311.png
Benefit Cosmetics,Roller Liner Liquid Eyeliner,Rp 420.000,(1647),2 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_black_201_e66fb936658d40bb4868c2672fae139dea7bb987_1602589446.png
Anastasia Beverly Hills,Loose Setting Powder,Rp 835.000,(1045),4 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_2_Product_689304250016-Anastasia-Beverly-Hills-Loose-Setting-Powder-Banana_d4e2631d1e62f98b428fe0efd81eafb6ff963ad0_1603742290.png
MAKE UP FOR EVER,HD Skin Foundation,Rp 820.000,(3588),32 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3548752185158-Make-Up-For-Ever-HD-Skin-Foundation-1N00_49781c4067419854778f0eef6e74deb0eae48baa_1647319009.png
Benefit Cosmetics,Dandelion Baby-Pink Brightening Blush,Rp 315.000,(2051),2 sizes,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_602004138583-Benefit-Cosmetics-Dandelion-Baby-Pink-Brightening-Blush-Mini-2-5g_a9b6115a56122de522670fcd7f9dfc449b97dc09_1653639010.png
DIOR,Forever Natural Velvet Compact Foundation,Rp 1.400.000,(175),8 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3348901608992-DIOR-Forever-Natural-Velvet-Compact-Foundation-0N-Neutral_28021dc36f76fe4bc66a1743ec63b776af9a9c09_1658460546.png
Huda Beauty,Lip Contour Stain,Rp 525.000,(1522),5 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_6294018406969-Huda-Beauty-Lip-Contour-Stain-Cherry_f1b9d615e2eff99e8df05ec817bfd374ef6d109b_1751256720.png
DIOR,Forever Nude Matte Filter Blurring Setting Powder,Rp 1.150.000,(471),3 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3348901750035-DIOR-Forever-Nude-Matte-Filter-Blurr_f0396fb0024979785002ebcd7db77ff467220d68_1753323969.png
GUERLAIN,Rouge G 24 Lips Case,Rp 600.000,(28),9 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_3346470439528_4__759ff9f354bf44d8d5f77fffd3a250336a3337e1_1721982853.png
Benefit Cosmetics,Shellie Warm-Seashell Pink Blush,Rp 315.000,(677),2 sizes,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_602004138644-Benefit-Cosmetics-Shellie-Warm-Seashell-Pink-Blush-Mini-2-5g_408a0007c397ca96c50ffb2cbbdd37edf1858e15_1653648289.png
GIVENCHY,Le Rouge Velvet Matte Lipstick,Rp 760.000,(97),12 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_LE_ROUGE_VELVET_MATTE_N07_f202140de83c6a1d6d714fa65493c471d82d336f_1755487230.png
Benefit Cosmetics,Benetint Buddy Full-Size Tint Duo (Holiday Limited Edition),Rp 595.000,(1),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_602004164919-Benefit-Cosmetics-Benetint-Buddy-Full_26df354432aed6484225157975249e4734f6cc8d_1759979465.png
MAKE UP FOR EVER,Aqua Seal,Rp 470.000,(461),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_8747_MakeUpForEver_WEB_ac64a9481a4b6f66bc0033c839fb41325a763903_1602589037.png
Bobbi Brown,Blush,Rp 590.000,(5),6 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_BB_Blush_Daybreak_3980a5d552f97068e1d713f8db5c2f58ca0dd31f_1718263370.png
Anastasia Beverly Hills,Brow Freeze Gel,Rp 280.000,(2574),2 sizes,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_689304348478_BrowFreezeGelMini_1a_b4826275dfb81ac4d081490a56f387ffaaf57a65_1703142981.png
Natasha Denona,My Mini Dream Eyeshadow Palette,Rp 555.000,(322),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_7290113700550-Natasha-Denona-My-Mini-Dream-Eyeshadow-Palette-Default_b7e6520dc7ed0ef07bb1f60c64faf6b7f722972a_1705976751.png
NARS,Mini Light Reflecting Pressed Setting Powder,Rp 345.000,(267),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_NARS_HO21_PDPCrop_Soldier_Mini_LRSP_Crystal_GLBL_2000x2000_67fe1bdadddc5d2a179664315a2d2a84f3cda902_1648542322.png
DIOR,Rouge Blush,Rp 1.040.000,(119),15 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_356a192b7913b04c54574d18c28d46e6395428ab_1690280521.png
MAC Cosmetics,M·A·Cximal Sleek Satin Lipstick Mini,Rp 295.000,(21),2 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_773602720385-MAC-Cosmetics-M-A-Cximal-Sleek-Satin-_29b974d9276bf80bf7e898d4237cf25eef14657b_1731488816.png
GIVENCHY,Prisme Libre Glow Serum Foundation,Rp 1.115.000,(409),14 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_2_Product_3274872483910-GIVENCHY-Prisme-Libre-Glow-Serum-Fou_665995344c6ccf99d295eb843deb95f06c7a6c0d_1741587960.png
Bobbi Brown,Luxe Cashmere Matte Lipstick,Rp 610.000,(78),8 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_716170347806-Bobbi-Brown-Luxe-Cashmere-Matte-Lipst_4a5a7a95d411fc2c2ec89f0cfd5e7b0991b52554_1751522585.png
Armani Beauty,Luminous Silk Cheek Tint Shine,Rp 850.000,(781),4 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3614274380033-Armani-Luminous-Silk-Cheek-Tint-62S_41119f1c246eee1948ad713ac297f76a3890f9c0_1751948301.png
Armani Beauty,Eye Tint Liquid Eyeshadow,Rp 720.000,(714),5 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_01_GA_2023_Eye-Tint_10S-Chesnut_ClosedOpen_3614272518124_RVB_63d71d0929e871c149751be3cfd4d5fd268a4ed0_1745390873.png
MAC Cosmetics,Lustreglass Sheer-Shine Lipstick,Rp 495.000,(156),8 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_773602610051-MAC-Cosmetics-Lustreglass-Sheer-Shine-Lipstick-Syrup-bb6b76_28b59c7a49b9d58d937365e9d59b819b229a45a6_1686710812.png
Sephora Collection,Festival Makeup Kit,Rp 437.000,(17),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3378872231592-Sephora-Collection-Festival-Makeup-K_7740899bb3b89c6d92d36f0642b40cee1b2b2d9a_1724398027.png
MAC Cosmetics,Lustreglass Sheer-Shine Lipstick,Rp 495.000,(156),8 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_773602610051-MAC-Cosmetics-Lustreglass-Sheer-Shine-Lipstick-Syrup-bb6b76_28b59c7a49b9d58d937365e9d59b819b229a45a6_1686710812.png
Yves Saint Laurent,Rouge Pur Couture Satin Lipstick,"Rp 800.000
   Rp 704.000 
    12% OFF",(1425),41 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3614273945196-Yves-Saint-Laurent-Rouge-Pur-Couture_bb54de9b9b98c06b82e8470f7bc44ea6fcc20711_1724401924.png
ESQA,Blush,Rp 109.000,(32),6 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_honolulu_8970eab23037a8a9a5d8a9459b76a4af3042e9cc_1602589471.png
ESQA,Glow Pop Serum Lip Balm,Rp 115.000,(11),6 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1-SHINY-Picture-Perfect_b65ad8c074abfbbfc2de22d95b82aa8fdf560c5a_1716263951.png
NARS,Pure Radiant Tinted Moisturizer SPF 30/PA+++,Rp 760.000,(63),11 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_194251009599-Nars-Pure-Radiant-Tinted-Moisturizer-SPF-30-Norwich_8b6b2025be0ba097ffd70758ff5f2d9ed31683b7_1619170323.png
NARS,Air Matte Ultra Lip Tint,Rp 485.000,(89),6 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_NARS_SP23_AirMatteUltraLipTint_PDPCrop_Soldier_Frosted_DolceVita_GLBL_2000x2000_B_8ede4afbdcf46d9519d1f4939088ece0d28bc821_1674789915.png
Benefit Cosmetics,Goof Proof Eyebrow Pencil,Rp 475.000,(2771),12 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_208759-Benefit-Cosmetics-Goof-Proof-Eyebrow-Pencil-Cool-Grey_3a702a9b5e08249c64c2a1edc7feb6b36352e227_1603741926.png
